CVE ID,CVE Description,CPE Name,CVE Score,CVE Version,Published Date,URL
CVE-2021-42327,dp_link_settings_write in drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm_debugfs.c in the Linux kernel through 5.14.14 allows a heap-based buffer overflow by an attacker who can write a string to the AMD GPU display drivers debug filesystem. There are no checks on size within parse_write_buffer_into_params when it uses the size of copy_from_user to copy a userspace buffer into a 40-byte heap buffer.,,6.7,V3,2021-10-21T17:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-42327
CVE-2021-38297,"Go before 1.16.9 and 1.17.x before 1.17.2 has a Buffer Overflow via large arguments in a function invocation from a WASM module, when GOARCH=wasm GOOS=js is used.",,9.8,V3,2021-10-18T06:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-38297
CVE-2021-21703,"In PHP versions 7.3.x up to and including 7.3.31, 7.4.x below 7.4.25 and 8.0.x below 8.0.12, when running PHP FPM SAPI with main FPM daemon process running as root and child worker processes running as lower-privileged users, it is possible for the child processes to access memory shared with the main process and write to it, modifying it in a way that would cause the root process to conduct invalid memory reads and writes, which can be used to escalate privileges from local unprivileged user to the root user.",,7.0,V3,2021-10-25T06:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-21703
CVE-2021-42762,"BubblewrapLauncher.cpp in WebKitGTK and WPE WebKit before 2.34.1 allows a limited sandbox bypass that allows a sandboxed process to trick host processes into thinking the sandboxed process is not confined by the sandbox, by abusing VFS syscalls that manipulate its filesystem namespace. The impact is limited to host services that create UNIX sockets that WebKit mounts inside its sandbox, and the sandboxed process remains otherwise confined. NOTE: this is similar to CVE-2021-41133.",,5.3,V3,2021-10-20T19:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-42762
CVE-2021-42716,"An issue was discovered in stb stb_image.h 2.27. The PNM loader incorrectly interpreted 16-bit PGM files as 8-bit when converting to RGBA, leading to a buffer overflow when later reinterpreting the result as a 16-bit buffer. An attacker could potentially have crashed a service using stb_image, or read up to 1024 bytes of non-consecutive heap data without control over the read location.",,9.1,V3,2021-10-21T19:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-42716
CVE-2021-42715,An issue was discovered in stb stb_image.h 1.33 through 2.27. The HDR loader parsed truncated end-of-file RLE scanlines as an infinite sequence of zero-length runs. An attacker could potentially have caused denial of service in applications using stb_image by submitting crafted HDR files.,,5.5,V3,2021-10-21T19:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-42715
CVE-2021-42325,Froxlor through 0.10.29.1 allows SQL injection in Database/Manager/DbManagerMySQL.php via a custom DB name.,,9.8,V3,2021-10-12T20:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-42325
CVE-2021-42008,The decode_data function in drivers/net/hamradio/6pack.c in the Linux kernel before 5.13.13 has a slab out-of-bounds write. Input from a process that has the CAP_NET_ADMIN capability can lead to root access.,,7.8,V3,2021-10-05T00:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-42008
CVE-2021-41991,"The in-memory certificate cache in strongSwan before 5.9.4 has a remote integer overflow upon receiving many requests with different certificates to fill the cache and later trigger the replacement of cache entries. The code attempts to select a less-often-used cache entry by means of a random number generator, but this is not done correctly. Remote code execution might be a slight possibility.",,7.5,V3,2021-10-18T14:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-41991
CVE-2021-41990,"The gmp plugin in strongSwan before 5.9.4 has a remote integer overflow via a crafted certificate with an RSASSA-PSS signature. For example, this can be triggered by an unrelated self-signed CA certificate sent by an initiator. Remote code execution cannot occur.",,7.5,V3,2021-10-18T14:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-41990
CVE-2021-41800,MediaWiki before 1.36.2 allows a denial of service (resource consumption because of lengthy query processing time). Visiting Special:Contributions can sometimes result in a long running SQL query because PoolCounter protection is mishandled.,,5.3,V3,2021-10-11T08:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-41800
CVE-2021-41799,MediaWiki before 1.36.2 allows a denial of service (resource consumption because of lengthy query processing time). ApiQueryBacklinks (action=query&list=backlinks) can cause a full table scan.,,7.5,V3,2021-10-11T08:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-41799
CVE-2021-41798,MediaWiki before 1.36.2 allows XSS. Month related MediaWiki messages are not escaped before being used on the Special:Search results page.,,6.1,V3,2021-10-11T08:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-41798
CVE-2021-41611,"An issue was discovered in Squid 5.0.6 through 5.1.x before 5.2. When validating an origin server or peer certificate, Squid may incorrectly classify certain certificates as trusted. This problem allows a remote server to obtain security trust well improperly. This indication of trust may be passed along to clients, allowing access to unsafe or hijacked services.",,7.5,V3,2021-10-18T09:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-41611
CVE-2021-41538,"A vulnerability has been identified in NX 1953 Series (All versions < V1973.3700), NX 1980 Series (All versions < V1988), Solid Edge SE2021 (All versions < SE2021MP8). The affected application is vulnerable to information disclosure by unexpected access to an uninitialized pointer while parsing user-supplied OBJ files. An attacker could leverage this vulnerability to leak information from unexpected memory locations (ZDI-CAN-13770).",,3.3,V3,2021-09-28T12:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-41538
CVE-2021-41535,"A vulnerability has been identified in NX 1953 Series (All versions < V1973.3700), NX 1980 Series (All versions < V1988), Solid Edge SE2021 (All versions < SE2021MP8). The affected application contains a use-after-free vulnerability while parsing OBJ files. An attacker could leverage this vulnerability to execute code in the context of the current process (ZDI-CAN-13771).",,7.8,V3,2021-09-28T12:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-41535
CVE-2021-41534,"A vulnerability has been identified in NX 1980 Series (All versions < V1984), Solid Edge SE2021 (All versions < SE2021MP8). The affected application is vulnerable to an out of bounds read past the end of an allocated buffer when parsing JT files. An attacker could leverage this vulnerability to leak information in the context of the current process (ZDI-CAN-13703).",,3.3,V3,2021-09-28T12:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-41534
CVE-2021-41533,"A vulnerability has been identified in NX 1980 Series (All versions < V1984), Solid Edge SE2021 (All versions < SE2021MP8). The affected application is vulnerable to an out of bounds read past the end of an allocated buffer when parsing JT files. An attacker could leverage this vulnerability to leak information in the context of the current process (ZDI-CAN-13565).",,3.3,V3,2021-09-28T12:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-41533
CVE-2021-41524,"While fuzzing the 2.4.49 httpd, a new null pointer dereference was detected during HTTP/2 request processing, allowing an external source to DoS the server. This requires a specially crafted request. The vulnerability was recently introduced in version 2.4.49. No exploit is known to the project.",,7.5,V3,2021-10-05T09:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-41524
CVE-2021-41322,Poly VVX 400/410 5.3.1 allows low-privileged users to change the Admin password by modifying a POST parameter to 120 during the password reset process.,,8.8,V3,2021-10-04T06:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-41322
CVE-2021-41103,"containerd is an open source container runtime with an emphasis on simplicity, robustness and portability. A bug was found in containerd where container root directories and some plugins had insufficiently restricted permissions, allowing otherwise unprivileged Linux users to traverse directory contents and execute programs. When containers included executable programs with extended permission bits (such as setuid), unprivileged Linux users could discover and execute those programs. When the UID of an unprivileged Linux user on the host collided with the file owner or group inside a container, the unprivileged Linux user on the host could discover, read, and modify those files. This vulnerability has been fixed in containerd 1.4.11 and containerd 1.5.7. Users should update to these version when they are released and may restart containers or update directory permissions to mitigate the vulnerability. Users unable to update should limit access to the host to trusted users. Update directory permission on container bundles directories.",,7.8,V3,2021-10-04T17:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-41103
CVE-2021-41099,"Redis is an open source, in-memory database that persists on disk. An integer overflow bug in the underlying string library can be used to corrupt the heap and potentially result with denial of service or remote code execution. The vulnerability involves changing the default proto-max-bulk-len configuration parameter to a very large value and constructing specially crafted network payloads or commands. The problem is fixed in Redis versions 6.2.6, 6.0.16 and 5.0.14. An additional workaround to mitigate the problem without patching the redis-server executable is to prevent users from modifying the proto-max-bulk-len configuration parameter. This can be done using ACL to restrict unprivileged users from using the CONFIG SET command.",,7.5,V3,2021-10-04T18:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-41099
CVE-2021-41092,Docker CLI is the command line interface for the docker container runtime. A bug was found in the Docker CLI where running `docker login my-private-registry.example.com` with a misconfigured configuration file (typically `~/.docker/config.json`) listing a `credsStore` or `credHelpers` that could not be executed would result in any provided credentials being sent to `registry-1.docker.io` rather than the intended private registry. This bug has been fixed in Docker CLI 20.10.9. Users should update to this version as soon as possible. For users unable to update ensure that any configured credsStore or credHelpers entries in the configuration file reference an installed credential helper that is executable and on the PATH.,,7.5,V3,2021-10-04T20:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-41092
CVE-2021-41091,"Moby is an open-source project created by Docker to enable software containerization. A bug was found in Moby (Docker Engine) where the data directory (typically `/var/lib/docker`) contained subdirectories with insufficiently restricted permissions, allowing otherwise unprivileged Linux users to traverse directory contents and execute programs. When containers included executable programs with extended permission bits (such as `setuid`), unprivileged Linux users could discover and execute those programs. When the UID of an unprivileged Linux user on the host collided with the file owner or group inside a container, the unprivileged Linux user on the host could discover, read, and modify those files. This bug has been fixed in Moby (Docker Engine) 20.10.9. Users should update to this version as soon as possible. Running containers should be stopped and restarted for the permissions to be fixed. For users unable to upgrade limit access to the host to trusted users. Limit access to host volumes to trusted containers.",,6.3,V3,2021-10-04T21:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-41091
CVE-2021-41089,"Moby is an open-source project created by Docker to enable software containerization. A bug was found in Moby (Docker Engine) where attempting to copy files using `docker cp` into a specially-crafted container can result in Unix file permission changes for existing files in the host’s filesystem, widening access to others. This bug does not directly allow files to be read, modified, or executed without an additional cooperating process. This bug has been fixed in Moby (Docker Engine) 20.10.9. Users should update to this version as soon as possible. Running containers do not need to be restarted.",,6.3,V3,2021-10-04T21:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-41089
CVE-2021-3875,vim is vulnerable to Heap-based Buffer Overflow,,5.5,V3,2021-10-15T14:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-3875
CVE-2021-3872,vim is vulnerable to Heap-based Buffer Overflow,,7.8,V3,2021-10-19T13:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-3872
CVE-2021-39226,"Grafana is an open source data visualization platform. In affected versions unauthenticated and authenticated users are able to view the snapshot with the lowest database key by accessing the literal paths: /dashboard/snapshot/:key, or /api/snapshots/:key. If the snapshot ""public_mode"" configuration setting is set to true (vs default of false), unauthenticated users are able to delete the snapshot with the lowest database key by accessing the literal path: /api/snapshots-delete/:deleteKey. Regardless of the snapshot ""public_mode"" setting, authenticated users are able to delete the snapshot with the lowest database key by accessing the literal paths: /api/snapshots/:key, or /api/snapshots-delete/:deleteKey. The combination of deletion and viewing enables a complete walk through all snapshot data while resulting in complete snapshot data loss. This issue has been resolved in versions 8.1.6 and 7.5.11. If for some reason you cannot upgrade you can use a reverse proxy or similar to block access to the literal paths: /api/snapshots/:key, /api/snapshots-delete/:deleteKey, /dashboard/snapshot/:key, and /api/snapshots/:key. They have no normal function and can be disabled without side effects.",,7.3,V3,2021-10-05T18:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-39226
CVE-2021-38562,"Best Practical Request Tracker (RT) 4.2 before 4.2.17, 4.4 before 4.4.5, and 5.0 before 5.0.2 allows sensitive information disclosure via a timing attack against lib/RT/REST2/Middleware/Auth.pm.",,7.5,V3,2021-10-18T09:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-38562
CVE-2021-37976,Inappropriate implementation in Memory in Google Chrome prior to 94.0.4606.71 allowed a remote attacker to obtain potentially sensitive information from process memory via a crafted HTML page.,,6.5,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37976
CVE-2021-37975,Use after free in V8 in Google Chrome prior to 94.0.4606.71 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,,8.8,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37975
CVE-2021-37974,Use after free in Safebrowsing in Google Chrome prior to 94.0.4606.71 allowed a remote attacker who had compromised the renderer process to potentially exploit heap corruption via a crafted HTML page.,,8.8,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37974
CVE-2021-37973,Use after free in Portals in Google Chrome prior to 94.0.4606.61 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page.,,9.6,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37973
CVE-2021-37972,Out of bounds read in libjpeg-turbo in Google Chrome prior to 94.0.4606.54 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,,8.8,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37972
CVE-2021-37971,Incorrect security UI in Web Browser UI in Google Chrome prior to 94.0.4606.54 allowed a remote attacker to spoof the contents of the Omnibox (URL bar) via a crafted HTML page.,,4.3,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37971
CVE-2021-37970,Use after free in File System API in Google Chrome prior to 94.0.4606.54 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,,8.8,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37970
CVE-2021-37969,Inappropriate implementation in Google Updater in Google Chrome on Windows prior to 94.0.4606.54 allowed a remote attacker to perform local privilege escalation via a crafted file.,,7.8,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37969
CVE-2021-37968,Inappropriate implementation in Background Fetch API in Google Chrome prior to 94.0.4606.54 allowed a remote attacker to leak cross-origin data via a crafted HTML page.,,4.3,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37968
CVE-2021-37967,Inappropriate implementation in Background Fetch API in Google Chrome prior to 94.0.4606.54 allowed a remote attacker who had compromised the renderer process to leak cross-origin data via a crafted HTML page.,,4.3,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37967
CVE-2021-37966,Inappropriate implementation in Compositing in Google Chrome on Android prior to 94.0.4606.54 allowed a remote attacker to spoof the contents of the Omnibox (URL bar) via a crafted HTML page.,,4.3,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37966
CVE-2021-37965,Inappropriate implementation in Background Fetch API in Google Chrome prior to 94.0.4606.54 allowed a remote attacker to leak cross-origin data via a crafted HTML page.,,4.3,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37965
CVE-2021-37964,Inappropriate implementation in ChromeOS Networking in Google Chrome on ChromeOS prior to 94.0.4606.54 allowed an attacker with a rogue wireless access point to to potentially carryout a wifi impersonation attack via a crafted ONC file.,,3.3,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37964
CVE-2021-37963,Side-channel information leakage in DevTools in Google Chrome prior to 94.0.4606.54 allowed a remote attacker to bypass site isolation via a crafted HTML page.,,4.3,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37963
CVE-2021-37962,Use after free in Performance Manager in Google Chrome prior to 94.0.4606.54 allowed a remote attacker who had compromised the renderer process to potentially exploit heap corruption via a crafted HTML page.,,8.8,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37962
CVE-2021-37961,Use after free in Tab Strip in Google Chrome prior to 94.0.4606.54 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,,8.8,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37961
CVE-2021-37959,Use after free in Task Manager in Google Chrome prior to 94.0.4606.54 allowed an attacker who convinced a user to enage in a series of user gestures to potentially exploit heap corruption via a crafted HTML page.,,8.8,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37959
CVE-2021-37958,Inappropriate implementation in Navigation in Google Chrome on Windows prior to 94.0.4606.54 allowed a remote attacker to inject scripts or HTML into a privileged page via a crafted HTML page.,,5.4,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37958
CVE-2021-37957,Use after free in WebGPU in Google Chrome prior to 94.0.4606.54 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,,8.8,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37957
CVE-2021-37956,Use after free in Offline use in Google Chrome on Android prior to 94.0.4606.54 allowed a remote attacker who had compromised the renderer process to potentially exploit heap corruption via a crafted HTML page.,,8.8,V3,2021-10-08T22:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37956
CVE-2021-37735,A remote denial of service vulnerability was discovered in Aruba Instant version(s): Aruba Instant 6.5.x.x: 6.5.4.18 and below; Aruba Instant 8.5.x.x: 8.5.0.10 and below; Aruba Instant 8.6.x.x: 8.6.0.4 and below. Aruba has released patches for Aruba Instant (IAP) that address this security vulnerability.,,5.3,V3,2021-10-12T16:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37735
CVE-2021-37734,A remote unauthorized read access to files vulnerability was discovered in Aruba Instant version(s): 6.4.x.x: 6.4.4.8-4.2.4.18 and below; Aruba Instant 6.5.x.x: 6.5.4.19 and below; Aruba Instant 8.5.x.x: 8.5.0.12 and below; Aruba Instant 8.6.x.x: 8.6.0.11 and below; Aruba Instant 8.7.x.x: 8.7.1.3 and below; Aruba Instant 8.8.x.x: 8.8.0.0 and below. Aruba has released patches for Aruba Instant (IAP) that address this security vulnerability.,,6.5,V3,2021-10-12T16:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37734
CVE-2021-37732,A remote arbitrary command execution vulnerability was discovered in HPE Aruba Instant (IAP) version(s): Aruba Instant 6.4.x.x: 6.4.4.8-4.2.4.17 and below; Aruba Instant 6.5.x.x: 6.5.4.18 and below; Aruba Instant 8.5.x.x: 8.5.0.11 and below; Aruba Instant 8.6.x.x: 8.6.0.6 and below; Aruba Instant 8.7.x.x: 8.7.1.0 and below. Aruba has released patches for Aruba Instant (IAP) that address this security vulnerability.,,7.2,V3,2021-10-12T16:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37732
CVE-2021-37730,A remote arbitrary command execution vulnerability was discovered in HPE Aruba Instant (IAP) version(s): Aruba Instant 6.4.x.x: 6.4.4.8-4.2.4.18 and below; Aruba Instant 6.5.x.x: 6.5.4.20 and below; Aruba Instant 8.5.x.x: 8.5.0.12 and below; Aruba Instant 8.6.x.x: 8.6.0.11 and below; Aruba Instant 8.7.x.x: 8.7.1.3 and below. Aruba has released patches for Aruba Instant (IAP) that address this security vulnerability.,,7.2,V3,2021-10-12T15:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37730
CVE-2021-37727,A remote arbitrary command execution vulnerability was discovered in HPE Aruba Instant (IAP) version(s): 6.4.x.x: 6.4.4.8-4.2.4.18 and below; Aruba Instant 6.5.x.x: 6.5.4.20 and below; Aruba Instant 8.5.x.x: 8.5.0.12 and below; Aruba Instant 8.6.x.x: 8.6.0.11 and below; Aruba Instant 8.7.x.x: 8.7.1.3 and below. Aruba has released patches for Aruba Instant (IAP) that address this security vulnerability.,,7.2,V3,2021-10-12T15:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37727
CVE-2021-37726,A remote buffer overflow vulnerability was discovered in HPE Aruba Instant (IAP) version(s): Aruba Instant 8.7.x.x: 8.7.0.0 through 8.7.1.2. Aruba has released patches for Aruba Instant (IAP) that address this security vulnerability.,,9.8,V3,2021-10-12T15:15Z,https://nvd.nist.gov/vuln/detail/CVE-2021-37726
CVE-2021-35603,"Vulnerability in the Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: JSSE). Supported versions that are affected are Java SE: 7u311, 8u301, 11.0.12, 17; Oracle GraalVM Enterprise Edition: 20.3.3 and 21.2.0. Difficult to exploit vulnerability allows unauthenticated attacker with network access via TLS to compromise Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized read access to a subset of Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 3.7 (Confidentiality impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N).",,3.7,V3,2021-10-20T11:17Z,https://nvd.nist.gov/vuln/detail/CVE-2021-35603
CVE-2021-35588,"Vulnerability in the Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Hotspot). Supported versions that are affected are Java SE: 7u311, 8u301; Oracle GraalVM Enterprise Edition: 20.3.3 and 21.2.0. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Oracle GraalVM Enterprise Edition. Successful attacks require human interaction from a person other than the attacker. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Java SE, Oracle GraalVM Enterprise Edition. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 3.1 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:L).",,3.1,V3,2021-10-20T11:16Z,https://nvd.nist.gov/vuln/detail/CVE-2021-35588
CVE-2021-35586,"Vulnerability in the Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: ImageIO). Supported versions that are affected are Java SE: 7u311, 8u301, 11.0.12, 17; Oracle GraalVM Enterprise Edition: 20.3.3 and 21.2.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Java SE, Oracle GraalVM Enterprise Edition. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L).",,5.3,V3,2021-10-20T11:16Z,https://nvd.nist.gov/vuln/detail/CVE-2021-35586
